,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,0.5275590551181102,0.6188524590163934,0.7276595744680852,0.8928571428571429,0.8357487922705314,0.33695652173913043,0.3089700996677741,0.28620689655172415,0.27512776831345825,0.1095890410958904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,0.5142276422764228,0.5991820040899796,0.7345890410958904,0.7943760984182777,0.8552631578947368,0.33109919571045576,0.30859375,0.27408412483039346,0.2483221476510067,0.11175115207373272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,0.5663716814159292,0.6390773405698779,0.6763005780346821,0.8369565217391305,0.7769328263624842,0.4337221633085896,0.2924613987284287,0.2926356589147287,0.25289485873089396,0.14655172413793102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,0.5432314410480349,0.6429961089494164,0.6967680608365019,0.8783185840707964,0.8439646712463199,0.35239456754824877,0.31471389645776565,0.3430758524704245,0.25756350105160974,0.1269296740994854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,0.5898021308980214,0.6261467889908257,0.7546218487394958,0.7619848612279226,0.7271980279375514,0.34912280701754383,0.28216216216216217,0.3048368953880765,0.2697032436162871,0.1337775499743721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,0.5810119386014782,0.6589805825242718,0.7352750809061489,0.7557692307692307,0.7906976744186046,0.3360854783875668,0.33131407269338303,0.29383471797114125,0.27718360071301246,0.1265774378585086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,0.5754132231404959,0.6180555555555556,0.7282671272308578,0.8193859121011439,0.7521917007597896,0.3513634331694233,0.305724197745013,0.32053354890864993,0.27292090231387356,0.1379188712522046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,0.5798567214496418,0.6168307967770814,0.6914942528735633,0.8031265266243283,0.7195866604039455,0.3519736842105263,0.29172714078374457,0.3041811846689895,0.27110335659687607,0.13719692489651095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,0.5279672578444747,0.6309444072337576,0.6782327087670599,0.7572437302167032,0.7410841654778887,0.3569672906031386,0.3116152450090744,0.30823401950162516,0.2649965022735222,0.1263565891472868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,1.0,0.5364183440547832,0.6082765106983306,0.6841294298921418,0.7428703918386274,0.7253044654939107,0.36384725196288364,0.3138111888111888,0.30801762114537445,0.2669078061911171,0.13316241894133615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,1.0,0.5309159505344792,0.6005535055350554,0.6715210355987055,0.7370903674280039,0.7480954799390553,0.3606048856145793,0.2997372372372372,0.2838493099589705,0.2691188022734624,0.13657331136738057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,0.5691551603089164,0.5943595769682726,0.6723264064875824,0.7712654042681094,0.7451085499865988,0.354630593132154,0.3094812164579606,0.2995541143088772,0.26763762034065663,0.13243430152143845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,1.0,0.5557840616966581,0.578365878725591,0.6495565708142972,0.7610962168602919,0.7348560079443893,0.3518647208709752,0.32023355041545026,0.3012777404169469,0.27694814010317675,0.13084665482534044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,1.0,0.7014103887168902,0.7244149493538247,0.90625,0.9125431530494822,0.9762005949851253,0.680648769574944,0.36878021040659653,0.35435267857142855,0.32487585878511666,0.16739025566811386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,1.0,1.295408163265306,1.3711721224920803,1.4545454545454546,1.6272155517438536,1.7552570093457944,2.557335581787521,1.2628865979381443,0.6422794117647059,0.5956695053451713,0.4308248439040421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,1.0,2.6831683168316833,2.569502948609941,2.756317689530686,3.054337464251668,3.4941921858500526,5.060820367751061,5.700516351118761,2.662202380952381,1.0255076770678553,0.812354853692522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,6.017733990147783,6.361197110423117,6.784729586426299,7.483159117305458,8.061224489795919,10.959871589085072,12.380106571936057,12.801229508196721,4.857643963753288,1.4810537712017322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,1.0,3366.0,3351.0,3385.0,3443.0,3516.0,3485.0,3549.0,3544.0,12856.0,1905.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0

